movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
6502;0289043;28 kundan so'ng (2002);28 kundan so'ng: Directed by Danny Boyle. With Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider. Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.;Danny Boyle;;Cillian Murphy, Naomie Harris, Christopher Eccleston;1 hour 53 minutes;$8,000,000 (estimated);$84,661,434
6503;0305357;Charlie's Angels: Full Throttle (2003);Charlie's Angels: Full Throttle: Directed by McG. With Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac. The Angels investigate a series of murders which occur after the theft of a witness protection profile database.;McG;Ivan Goff, Ben Roberts, John August;Drew Barrymore, Lucy Liu, Cameron Diaz;1 hour 46 minutes;$120,000,000 (estimated);$259,175,788
6506;0286635;Chuen zik saat sau (2001);Chuen zik saat sau: Directed by Johnnie To, Ka-Fai Wai. With Andy Lau, Takashi Sorimachi, Simon Yam, Kelly Lin. Two very different hitmen find themselves to be in each other's way. They use all their skill to solve the problem.;;;Andy Lau, Takashi Sorimachi, Kelly Lin;1 hour 42 minutes;Unknown Budget;$181,662
6509;0071141;Angst essen Seele auf (1974);Angst essen Seele auf: Directed by Rainer Werner Fassbinder. With Brigitte Mira, El Hedi ben Salem, Irm Hermann, Elma Karlowa. A lonely widow meets a much younger Moroccan worker in a bar during a rainstorm. They fall in love, to their own surprise and to the outright shock of their families, colleagues, and drinking buddies.;Rainer Werner Fassbinder;;Brigitte Mira, El Hedi ben Salem, Barbara Valentin;1 hour 33 minutes;DEM 260,000 (estimated);$16,247
6510;0106447;Bodies, Rest & Motion (1993);Bodies, Rest & Motion: Directed by Michael Steinberg. With Phoebe Cates, Bridget Fonda, Tim Roth, Eric Stoltz. A fired TV salesman (Roth) abandons his girlfriend (Fonda) for the open highway. Encouraged by her best friend (Cates), the girlfriend has an affair with an idealistic local house painter (Stoltz) just as the boyfriend returns.;Michael Steinberg;;Phoebe Cates, Bridget Fonda, Tim Roth;1 hour 35 minutes;$2,500,000 (estimated);$764,724
6514;0056415;Ring of Terror (1961);Ring of Terror: Directed by Clark L. Paylow. With George E. Mather, Austin Green, Esther Furst, Norman Ollestad. A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.;Clark L. Paylow;Lewis Simeon, Jerry Zinnamon;George E. Mather, Austin Green, Esther Furst;1 hour 11 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6515;0029808;You Only Live Once (1937);You Only Live Once: Directed by Fritz Lang. With Sylvia Sidney, Henry Fonda, Barton MacLane, Jean Dixon. The public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control.;Fritz Lang;;Sylvia Sidney, Henry Fonda, Barton MacLane;1 hour 26 minutes;$575,000 (estimated);Unknown Cumulative Worldwide Gross
6516;0048947;Anastasia (1956);Anastasia: Directed by Anatole Litvak. With Ingrid Bergman, Yul Brynner, Helen Hayes, Akim Tamiroff. An opportunistic businessman tries to pass off a mysterious impostor as the Grand Duchess Anastasia, and she is so convincing that even the biggest skeptics believe her.;Anatole Litvak;Arthur Laurents, Marcelle Maurette, Guy Bolton;Ingrid Bergman, Yul Brynner, Helen Hayes;1 hour 45 minutes;$3,520,000 (estimated);Unknown Cumulative Worldwide Gross
6517;0103747;The Babe (1992);The Babe: Directed by Arthur Hiller. With John Goodman, Kelly McGillis, Trini Alvarado, Bruce Boxleitner. Babe Ruth becomes a baseball legend but is unheroic to those who know him.;Arthur Hiller;;John Goodman, Kelly McGillis, Trini Alvarado;1 hour 55 minutes;Unknown Budget;$19,930,973
6523;0104926;Mr. Baseball (1992);Mr. Baseball: Directed by Fred Schepisi. With Tom Selleck, Ken Takakura, Aya Takanashi, Dennis Haysbert. Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends.;Fred Schepisi;Theo Pelletier, John Junkerman, Gary Ross;Tom Selleck, Ken Takakura, Aya Takanashi;1 hour 48 minutes;$40,000,000 (estimated);$20,883,046
6527;0045125;Scaramouche (1952);Scaramouche: Directed by George Sidney. With Stewart Granger, Eleanor Parker, Janet Leigh, Mel Ferrer. In France during the late 18th Century, a man sets out to avenge the death of his friend at the hands of a master swordsman.;George Sidney;Ronald Millar, George Froeschel, Rafael Sabatini;Stewart Granger, Janet Leigh, Eleanor Parker;1 hour 55 minutes;$3,500,000 (estimated);Unknown Cumulative Worldwide Gross
6528;0066402;Start the Revolution Without Me (1970);Start the Revolution Without Me: Directed by Bud Yorkin. With Gene Wilder, Donald Sutherland, Hugh Griffith, Jack MacGowran. Two mismatched sets of identical twins, one aristocrat, one peasant, mistakenly exchange identities on the eve of the French Revolution.;Bud Yorkin;;Gene Wilder, Donald Sutherland, Hugh Griffith;1 hour 30 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
6530;0074811;Le locataire (1976);Le locataire: Directed by Roman Polanski. With Roman Polanski, Isabelle Adjani, Melvyn Douglas, Jo Van Fleet. A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.;Roman Polanski;;Roman Polanski, Isabelle Adjani, Melvyn Douglas;2 hours 6 minutes;Unknown Budget;$1,924,733
6533;0069495;What's Up, Doc? (1972);What's Up, Doc?: Directed by Peter Bogdanovich. With Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars. The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.;Peter Bogdanovich;Buck Henry, David Newman, Robert Benton;Barbra Streisand, Ryan O'Neal, Madeline Kahn;1 hour 34 minutes;$4,000,000 (estimated);$66,006,455
6534;0286716;Halk (2003);Halk: Directed by Ang Lee. With Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas. Bruce Banner, a genetics researcher with a tragic past, suffers a lab accident that makes him transform into a raging, giant green monster when angered, making him a target of forces seeking to abuse his power.;Ang Lee;Stan Lee, Jack Kirby, James Schamus;Eric Bana, Jennifer Connelly, Sam Elliott;2 hours 18 minutes;$137,000,000 (estimated);$245,285,165
6535;0333780;Legally Blonde 2: Red, White & Blonde (2003);Legally Blonde 2: Red, White & Blonde: Directed by Charles Herman-Wurmfeld. With Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge. Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.;Charles Herman-Wurmfeld;Amanda Brown, Eve Ahlert, Dennis Drake;Reese Witherspoon, Sally Field, Bob Newhart;1 hour 35 minutes;$45,000,000 (estimated);$124,914,842
6536;0165982;Sinbad: Yetti dengiz afsonasi (2003);Sinbad: Yetti dengiz afsonasi: Directed by Patrick Gilmore, Tim Johnson. With Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes. The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.;;;Brad Pitt, Catherine Zeta-Jones, Joseph Fiennes;1 hour 28 minutes;$60,000,000 (estimated);$80,773,077
6537;0181852;Terminator 3: Mashinalar isyoni (2003);Terminator 3: Mashinalar isyoni: Directed by Jonathan Mostow. With Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken. John Connor must face a female Terminatrix with power over all the machines. But a new Terminator unit a T-850 sent back through time will guide him through the coming battle.;Jonathan Mostow;John Brancato, Michael Ferris, Tedi Sarafian;Arnold Schwarzenegger, Nick Stahl, Kristanna Loken;1 hour 49 minutes;$200,000,000 (estimated);$433,371,112
6538;0324133;Swimming Pool (2003);Swimming Pool: Directed by François Ozon. With Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour. A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.;François Ozon;;Charlotte Rampling, Charles Dance, Ludivine Sagnier;1 hour 42 minutes;Unknown Budget;$22,441,497
6539;0325980;Karib dengizi qaroqchilari: Qora Marvarid tavqi lan'ati (2003);Karib dengizi qaroqchilari: Qora Marvarid tavqi lan'ati: Directed by Gore Verbinski. With Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley. Blacksmith Will Turner teams up with eccentric pirate "Captain" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.;Gore Verbinski;Ted Elliott, Terry Rossio, Stuart Beattie;Johnny Depp, Geoffrey Rush, Orlando Bloom;2 hours 23 minutes;$140,000,000 (estimated);$654,264,546
6541;0311429;The League of Extraordinary Gentlemen (2003);The League of Extraordinary Gentlemen: Directed by Stephen Norrington. With Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran. In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.;Stephen Norrington;;Sean Connery, Stuart Townsend, Peta Wilson;1 hour 50 minutes;$78,000,000 (estimated);$179,265,204
6542;0308476;Kukushka (2002);Kukushka: Directed by Aleksandr Rogozhkin. With Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov, Mikhail Korobochkin. In World War II, a Finnish sniper is left chained to a rock by German soldiers, while a captain of the Red Army, en route to his court martial, is almost blown up by Russian planes. A Lapp woman gives shelter to both of them at her farm.;Aleksandr Rogozhkin;;Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov;1 hour 39 minutes;$4,000,000 (estimated);$480,578
6545;0300015;I Capture the Castle (2003);I Capture the Castle: Directed by Tim Fywell. With Romola Garai, Sophie Stuckey, Bill Nighy, Helena Little. A love story set in 1930s England that follows 17-year-old Cassandra Mortmain and the fortunes of her eccentric family struggling to survive in a decaying English castle.;Tim Fywell;;Romola Garai, Rose Byrne, Bill Nighy;1 hour 53 minutes;$8,000,000 (estimated);$6,586,341
6547;0322659;Northfork (2003);Northfork: Directed by Michael Polish. With James Woods, Nick Nolte, Douglas Sebern, Claire Forlani. Set in 1955, the residents of a small Montana community are forced to move their homes to make way for a new dam.;Michael Polish;;Duel Farnes, Nick Nolte, Anthony Edwards;1 hour 43 minutes;$1,900,000 (estimated);$1,599,804
6548;0172156;Uddaburon yigitlar 2 (2003);Uddaburon yigitlar 2: Directed by Michael Bay. With Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union. Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.;Michael Bay;George Gallo, Marianne Wibberley, Cormac Wibberley;Will Smith, Martin Lawrence, Gabrielle Union;2 hours 27 minutes;$130,000,000 (estimated);$273,340,010
6549;0319524;How to Deal (2003);How to Deal: Directed by Clare Kilner. With Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden. A teenage girl learns to cope with her parents' divorce, her sister's wedding, her best friend's pregnancy, and the attentions of her first serious boyfriend.;Clare Kilner;;Mandy Moore, Trent Ford, Dylan Baker;1 hour 41 minutes;$16,000,000 (estimated);$14,390,329
6550;0274166;Agent Jonni Inglish (2003);Agent Jonni Inglish: Directed by Peter Howitt. With Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise. After a sudden attack on MI7, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.;Peter Howitt;Neal Purvis, Robert Wade, William Davies;Rowan Atkinson, John Malkovich, Natalie Imbruglia;1 hour 29 minutes;$40,000,000 (estimated);$160,466,000
6551;0284850;The Anarchist Cookbook (2002);The Anarchist Cookbook: Directed by Jordan Susman. With Devon Gummersall, Dylan Bruno, Gina Philips, Johnny Whitworth. A dramedy that centers on a self-procalimed anarchist and his like-minded friends.;Jordan Susman;;Devon Gummersall, Dylan Bruno, Gina Philips;1 hour 41 minutes;$2,500,000 (estimated);$14,369
6552;0301199;Dirty Pretty Things (2002);Dirty Pretty Things: Directed by Stephen Frears. With Chiwetel Ejiofor, Kriss Dosanjh, Israel Oyelumade, Yemi Goodman Ajibade. Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder, setting off a series of events that could lead to disaster or freedom.;Stephen Frears;;Chiwetel Ejiofor, Audrey Tautou, Sophie Okonedo;1 hour 37 minutes;$10,000,000 (estimated);$13,904,766
6553;0322725;L'imbalsamatore (2002);L'imbalsamatore: Directed by Matteo Garrone. With Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi. A solitary embalmer meets a charming and unemployed waiter who becomes his assistant, but the two get involved in a morbid and unhealthy professional and personal relationship.;Matteo Garrone;;Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti;1 hour 40 minutes;Unknown Budget;$384,336
6554;0280696;Garage Days (2002);Garage Days: Directed by Alex Proyas. With Kick Gurry, Maya Stange, Pia Miranda, Russell Dykstra. The story of a young garage band in Sydney, Australia trying to make it big.;Alex Proyas;Alex Proyas, Dave Warner, Michael Udesky;Kick Gurry, Maya Stange, Pia Miranda;1 hour 45 minutes;$6,000,000 (estimated);$716,888
6557;0113533;Born to Be Wild (1995);Born to Be Wild: Directed by John Gray. With Wil Horneff, Jean Marie Barnwell, Helen Shaver, John C. McGinley. Margaret teaches a gorilla sign language etc. When the gorilla owner takes it back to make money from shows, Margaret's rebellious teenage son steals it. They're off on a road trip to the Canadian border.;John Gray;Paul Young, John Bunzel;Wil Horneff, Helen Shaver, Jean Marie Barnwell;1 hour 40 minutes;Unknown Budget;$3,730,409
6558;0101635;Curly Sue (1991);Curly Sue: Directed by John Hughes. With Jim Belushi, Kelly Lynch, Alisan Porter, John Getz. A homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her.;John Hughes;;Jim Belushi, Kelly Lynch, Alisan Porter;1 hour 41 minutes;$25,000,000 (estimated);$33,691,313
6559;0110364;Little Giants (1994);Little Giants: Directed by Duwayne Dunham. With Rick Moranis, Ed O'Neill, Shawna Waldron, Devon Sawa. Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother.;Duwayne Dunham;James Ferguson, Robert Shallcross, Tommy Swerdlow;Rick Moranis, Ed O'Neill, Shawna Waldron;1 hour 47 minutes;$20,000,000 (estimated);$19,306,362
6560;0100053;Loose Cannons (1990);Loose Cannons: Directed by Bob Clark. With Dan Aykroyd, Gene Hackman, Dom DeLuise, Ronny Cox. An unconventional cop who doesn't take any bull, is paired up with an amazing detective to capture some powerful criminals but the cop soon realizes that his by the book partner has split personality disorder.;Bob Clark;;Gene Hackman, Dan Aykroyd, Dom DeLuise;1 hour 34 minutes;$15,000,000 (estimated);$5,585,154
